question,human_response,Laboratorio Biomed_base_answer,Laboratorio Biomed_base_grade,Laboratorio Biomed_fine_tuned_answer,Laboratorio Biomed_fine_tuned_grade
"Hola, ¿realizan el examen de Perfil Genético Avanzado?",Contáctanos al WhatsApp +56 9 4571 1542 para más información. 😊,"Para obtener información sobre el examen de Perfil Genético Avanzado, por favor contáctanos al WhatsApp +56 9 4571 1542. 😊",5,En este canal no manejamos información sobre el Perfil Genético Avanzado. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4
"Hola, ¿realizan el examen de Perfil Genético Avanzado?",Contáctanos al WhatsApp +56 9 4571 1542 para más información. 😊,"Para obtener información sobre el examen de Perfil Genético Avanzado, por favor contáctanos al WhatsApp +56 9 4571 1542. 😊",5,En este canal no manejamos información sobre el Perfil Genético Avanzado. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4
"Hola, ¿realizan el examen de Perfil Genético Avanzado?",Contáctanos al WhatsApp +56 9 4571 1542 para más información. 😊,"Para obtener información sobre el examen de Perfil Genético Avanzado, por favor contáctanos al WhatsApp +56 9 4571 1542. 😊",5,En este canal no manejamos información sobre el Perfil Genético Avanzado. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4
"Hola, ¿realizan el examen de Perfil Genético Avanzado?",Contáctanos al WhatsApp +56 9 4571 1542 para más información. 😊,"Para información sobre el examen de Perfil Genético Avanzado, por favor contáctanos al WhatsApp +56 9 4571 1542. 😊",5,En este canal no manejamos información sobre el Perfil Genético Avanzado. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4
¿Realizan ecografías?,"Sí, gracias a nuevas alianzas: Dr. Hans Reuter: todas menos ginecológicas. Secretaria: https://wa.me/56962538313 Dr. Julio Rojas: ecografías ginecológicas/obstétricas. Secretaria: https://wa.me/56968077891 ¿En qué tipo de ecografía estás interesado? 😊","¡Sí! Contamos con dos especialistas en ecografías:

1. **Dr. Hans Reuter**: Realiza todo tipo de ecografías, excepto ginecológicas. Contacta a su secretaria: [Aquí](https://wa.me/56962538313).

2. **Dr. Julio Rojas**: Realiza ecografías obstétricas y ginecológicas. Contacta a su secretaria: [Aquí](https://wa.me/56968077891).

¿Te gustaría saber más? 😊",5,"¡Sí! Gracias a nuevas alianzas, contamos con: Dr. Hans Reuter: todas menos ginecológicas. Dr. Julio Rojas: ginecológicas y obstétricas. ¿En qué tipo de ecografía estás interesado? 😊",5
¿Realizan ecografías?,"Sí, gracias a nuevas alianzas: Dr. Hans Reuter: todas menos ginecológicas. Secretaria: https://wa.me/56962538313 Dr. Julio Rojas: ecografías ginecológicas/obstétricas. Secretaria: https://wa.me/56968077891 ¿En qué tipo de ecografía estás interesado? 😊","¡Sí! Contamos con dos especialistas en ecografías:

1. **Dr. Hans Reuter**: Realiza todo tipo de ecografías, excepto ginecológicas. Contacta a su secretaria: [Aquí](https://wa.me/56962538313).
   
2. **Dr. Julio Rojas**: Realiza ecografías obstétricas y ginecológicas. Contacta a su secretaria: [Aquí](https://wa.me/56968077891).

¿Te gustaría saber más sobre algún tipo de ecografía en particular? 😊",5,"¡Sí! Gracias a nuevas alianzas, contamos con: Dr. Hans Reuter: todas menos ginecológicas. Dr. Julio Rojas: ginecológicas y obstétricas. ¿En qué tipo de ecografía estás interesado? 😊",4
¿Realizan ecografías?,"Sí, gracias a nuevas alianzas: Dr. Hans Reuter: todas menos ginecológicas. Secretaria: https://wa.me/56962538313 Dr. Julio Rojas: ecografías ginecológicas/obstétricas. Secretaria: https://wa.me/56968077891 ¿En qué tipo de ecografía estás interesado? 😊","¡Sí! Contamos con dos especialistas en ecografías:

1. **Dr. Hans Reuter**: Realiza todo tipo de ecografías, excepto ginecológicas. Contacta a su secretaria: [aquí](https://wa.me/56962538313).

2. **Dr. Julio Rojas**: Realiza ecografías obstétricas y ginecológicas. Contacta a su secretaria: [aquí](https://wa.me/56968077891).

¿Te gustaría más información sobre algún tipo de ecografía? 😊",5,"¡Sí! Gracias a nuevas alianzas, contamos con: Dr. Hans Reuter: todas menos ginecológicas. Dr. Julio Rojas: ginecológicas y obstétricas. ¿En qué tipo de ecografía estás interesado? 😊",5
¿Realizan ecografías?,"Sí, gracias a nuevas alianzas: Dr. Hans Reuter: todas menos ginecológicas. Secretaria: https://wa.me/56962538313 Dr. Julio Rojas: ecografías ginecológicas/obstétricas. Secretaria: https://wa.me/56968077891 ¿En qué tipo de ecografía estás interesado? 😊","¡Sí! Contamos con dos especialistas en ecografías:

1. **Dr. Hans Reuter**: Realiza todo tipo de ecografías, excepto ginecológicas. Contacta a su secretaria aquí: [https://wa.me/56962538313](https://wa.me/56962538313).

2. **Dr. Julio Rojas**: Realiza ecografías obstétricas y ginecológicas. Contacta a su secretaria aquí: [https://wa.me/56968077891](https://wa.me/56968077891).

¿Te gustaría más información? 😊",5,¡Sí! Gracias a nuevas alianzas: Dr. Hans Reuter: todas menos ginecológicas. Secretaria: https://wa.me/56962538313 Dr. Julio Rojas: ginecológicas y obstétricas. Secretaria: https://wa.me/56968077891 ¿En qué tipo de ecografía estás interesado? 😊,4
"Hola, ¿cuáles son los horarios de la sucursal TME USS Puerto Montt?","En TME USS (Lago Panguipulli 1390), lun a vie toma de muestras 08:00-12:30, atención cliente 08:30-13:00. ¿Puedo ayudarte en algo más? 😊","En TME USS (Lago Panguipulli 1390), los horarios son:  
Lunes a viernes:  
- Toma de muestras: 08:00 - 12:30  
- Atención al cliente: 08:30 - 13:00  

¿Puedo ayudarte con algo más? 😊",5,"En TME USS (Lago Panguipulli 1390), lun a vie toma de muestras 08:00-12:30, atención hasta 13:00. ¿Puedo ayudarte en algo más? 😊",5
"Hola, ¿cuáles son los horarios de la sucursal TME USS Puerto Montt?","En TME USS (Lago Panguipulli 1390), lun a vie toma de muestras 08:00-12:30, atención cliente 08:30-13:00. ¿Puedo ayudarte en algo más? 😊","En TME USS (Lago Panguipulli 1390), los horarios son:
Lunes a Viernes:
- Toma de muestras: 08:00 a 12:30
- Atención al cliente: 08:30 a 13:00

¿Puedo ayudarte con algo más? 😊",5,"En TME USS (Lago Panguipulli 1390), lun a vie toma de muestras 08:00-12:30, atención hasta 13:00. ¿Puedo ayudarte en algo más? 😊",5
"Hola, ¿cuáles son los horarios de la sucursal TME USS Puerto Montt?","En TME USS (Lago Panguipulli 1390), lun a vie toma de muestras 08:00-12:30, atención cliente 08:30-13:00. ¿Puedo ayudarte en algo más? 😊","En TME USS (Lago Panguipulli 1390), los horarios son:
Lunes a Viernes:
- Toma de muestras: 08:00 a 12:30
- Atención al cliente: 08:30 a 13:00

¿Puedo ayudarte en algo más? 😊",5,"TME USS Puerto Montt (Lago Panguipulli 1390): lun a vie toma de muestras 08:00-12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
"Hola, ¿cuáles son los horarios de la sucursal TME USS Puerto Montt?","En TME USS (Lago Panguipulli 1390), lun a vie toma de muestras 08:00-12:30, atención cliente 08:30-13:00. ¿Puedo ayudarte en algo más? 😊","En TME USS (Lago Panguipulli 1390), los horarios son:
- Lunes a Viernes:
  - Toma de muestras: 08:00 a 12:30
  - Atención al cliente: 08:30 a 13:00
¿Puedo ayudarte con algo más? 😊",5,"TME USS (Lago Panguipulli 1390): lun a vie toma de muestras 08:00-12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
¿Me puedes decir los horarios de la sucursal Fresia?,"Sucursal Fresia (San José 32), lun a vie toma de muestras y atención: 08:00-15:00. 😊","Sucursal Fresia (San José 32):  
Lunes a Viernes: Toma de muestras y atención de 08:00 a 15:00. 😊",5,Sucursal Fresia (San José 32): lun a vie toma de muestras y atención 08:00-15:00. ¿En qué puedo ayudarte? 😊,5
¿Me puedes decir los horarios de la sucursal Fresia?,"Sucursal Fresia (San José 32), lun a vie toma de muestras y atención: 08:00-15:00. 😊","Claro, los horarios de la Sucursal Fresia (San José 32) son de lunes a viernes, tanto para toma de muestras como atención, de 08:00 a 15:00. 😊 ¿Puedo ayudarte en algo más?",5,Sucursal Fresia (San José 32): lun a vie toma de muestras y atención 08:00-15:00. ¿En qué puedo ayudarte? 😊,5
¿Me puedes decir los horarios de la sucursal Fresia?,"Sucursal Fresia (San José 32), lun a vie toma de muestras y atención: 08:00-15:00. 😊","Sucursal Fresia (San José 32):  
Lunes a Viernes: Toma de muestras y atención de 08:00 a 15:00. 😊",5,Sucursal Fresia (San José 32): lun a vie toma de muestras y atención 08:00-15:00. ¿En qué puedo ayudarte? 😊,5
¿Me puedes decir los horarios de la sucursal Fresia?,"Sucursal Fresia (San José 32), lun a vie toma de muestras y atención: 08:00-15:00. 😊","¡Claro! En la Sucursal Fresia (San José 32), el horario es de lunes a viernes, tanto para toma de muestras como atención, de 08:00 a 15:00. 😊 ¿Puedo ayudarte con algo más?",5,Sucursal Fresia (San José 32): lun a vie toma de muestras y atención 08:00-15:00. ¿En qué puedo ayudarte? 😊,5
"Hola, ¿cuáles son los horarios de la sucursal Puerto Varas?","Puerto Varas (Pio Nono 426): lun a vie toma de muestras 07:30-15:30, atención hasta 16:30; sáb toma de muestras hasta 11:30, atención hasta 13:00. 😊","¡Hola! En la Sucursal Puerto Varas (Pio Nono 426), los horarios son:

Lunes a Viernes:
- Toma de muestras: 07:30 a 15:30
- Atención al cliente: 07:30 a 16:30

Sábado:
- Toma de muestras: 08:00 a 11:30
- Atención al cliente: 08:00 a 13:00

¿Puedo ayudarte con algo más? 😊",4,"Puerto Varas (Pio Nono 426): lun a vie toma de muestras 07:30-15:30, atención hasta 16:30; sáb toma de muestras hasta 11:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
"Hola, ¿cuáles son los horarios de la sucursal Puerto Varas?","Puerto Varas (Pio Nono 426): lun a vie toma de muestras 07:30-15:30, atención hasta 16:30; sáb toma de muestras hasta 11:30, atención hasta 13:00. 😊","¡Hola! En la Sucursal Puerto Varas (Pio Nono 426), los horarios son:

Lunes a Viernes:
- Toma de muestras: 07:30 a 15:30
- Atención al cliente: 07:30 a 16:30

Sábado:
- Toma de muestras: 08:00 a 11:30
- Atención al cliente: 08:00 a 13:00

¿Puedo ayudarte con algo más? 😊",4,"Puerto Varas (Pio Nono 426): lun a vie toma de muestras 07:30-15:30, atención hasta 16:30; sáb toma de muestras hasta 11:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
"Hola, ¿cuáles son los horarios de la sucursal Puerto Varas?","Puerto Varas (Pio Nono 426): lun a vie toma de muestras 07:30-15:30, atención hasta 16:30; sáb toma de muestras hasta 11:30, atención hasta 13:00. 😊","¡Hola! En la Sucursal Puerto Varas (Pio Nono 426), los horarios son:

- Lunes a Viernes:
  - Toma de muestras: 07:30 a 15:30
  - Atención al cliente: 07:30 a 16:30
- Sábado:
  - Toma de muestras: 08:00 a 11:30
  - Atención al cliente: 08:00 a 13:00

¿Puedo ayudarte con algo más? 😊",4,"Puerto Varas (Pio Nono 426): lun a vie toma de muestras 07:30-15:30, atención hasta 16:30; sáb toma de muestras hasta 11:30, atención hasta 13:00. ¿Puedo ayudarte en algo más? 😊",5
"Hola, ¿cuáles son los horarios de la sucursal Puerto Varas?","Puerto Varas (Pio Nono 426): lun a vie toma de muestras 07:30-15:30, atención hasta 16:30; sáb toma de muestras hasta 11:30, atención hasta 13:00. 😊","¡Hola! Los horarios de la Sucursal Puerto Varas (Pio Nono 426) son:

**Lunes a Viernes:**
- Toma de muestras: 07:30 a 15:30
- Atención al cliente: 07:30 a 16:30

**Sábado:**
- Toma de muestras: 08:00 a 11:30
- Atención al cliente: 08:00 a 13:00

¿Puedo ayudarte con algo más? 😊",4,"Puerto Varas (Pio Nono 426): lun a vie toma de muestras 07:30-15:30, atención hasta 16:30; sáb toma de muestras hasta 11:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
"Hola, quiero saber el horario completo de la Casa Matriz, no sé si necesito toma de muestra o atención al cliente.","Casa Matriz (Benavente 761, Puerto Montt): Lun a vie: toma de muestras 07:30-16:30, atención 07:30-17:00. Sáb: toma de muestras 08:00-12:30, atención 08:00-13:00. 😊","Casa Matriz (Benavente 761, Puerto Montt):
- Lunes a viernes: 
  - Toma de muestras: 07:30 a 16:30
  - Atención al cliente: 07:30 a 17:00
- Sábado:
  - Toma de muestras: 08:00 a 12:30
  - Atención al cliente: 08:00 a 13:00

¿Te puedo ayudar en algo más? 😊",5,"Casa Matriz (Benavente 761, Puerto Montt): lun a vie toma de muestras 07:30-16:30, atención hasta 17:00; sáb toma de muestras hasta 12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
"Hola, quiero saber el horario completo de la Casa Matriz, no sé si necesito toma de muestra o atención al cliente.","Casa Matriz (Benavente 761, Puerto Montt): Lun a vie: toma de muestras 07:30-16:30, atención 07:30-17:00. Sáb: toma de muestras 08:00-12:30, atención 08:00-13:00. 😊","Casa Matriz (Benavente 761, Puerto Montt):
Lunes a Viernes:
- Toma de muestras: 07:30 a 16:30
- Atención al cliente: 07:30 a 17:00

Sábado:
- Toma de muestras: 08:00 a 12:30
- Atención al cliente: 08:00 a 13:00

¿Puedo ayudarte en algo más? 😊",5,"Casa Matriz (Benavente 761, Puerto Montt): lun a vie toma de muestras 07:30-16:30, atención hasta 17:00; sáb toma de muestras hasta 12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
"Hola, quiero saber el horario completo de la Casa Matriz, no sé si necesito toma de muestra o atención al cliente.","Casa Matriz (Benavente 761, Puerto Montt): Lun a vie: toma de muestras 07:30-16:30, atención 07:30-17:00. Sáb: toma de muestras 08:00-12:30, atención 08:00-13:00. 😊","Casa Matriz (Benavente 761, Puerto Montt):
Lun a vie: toma de muestras 07:30-16:30, atención 07:30-17:00.
Sáb: toma de muestras 08:00-12:30, atención 08:00-13:00. 😊",5,"Casa Matriz (Benavente 761, Puerto Montt): lun a vie toma de muestras 07:30-16:30, atención hasta 17:00; sáb toma de muestras hasta 12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
"Hola, quiero saber el horario completo de la Casa Matriz, no sé si necesito toma de muestra o atención al cliente.","Casa Matriz (Benavente 761, Puerto Montt): Lun a vie: toma de muestras 07:30-16:30, atención 07:30-17:00. Sáb: toma de muestras 08:00-12:30, atención 08:00-13:00. 😊","Casa Matriz (Benavente 761, Puerto Montt):
Lun a vie: toma de muestras 07:30-16:30, atención 07:30-17:00.
Sáb: toma de muestras 08:00-12:30, atención 08:00-13:00. 😊",5,"Casa Matriz (Benavente 761, Puerto Montt): lun a vie toma de muestras 07:30-16:30, atención hasta 17:00; sáb toma de muestras hasta 12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
"Hola, ¿cuál es el horario completo de la Sucursal Centro Puerto Montt?","Sucursal Centro (Benavente 474): Lun a vie: toma de muestras 07:30-16:00, atención hasta 16:30. Sáb: toma de muestras hasta 12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊","Sucursal Centro (Benavente 474, Puerto Montt):  
Lun a vie: toma de muestras 07:30-16:00, atención hasta 16:30.  
Sáb: toma de muestras hasta 12:30, atención hasta 13:00. 😊",5,"Sucursal Centro (Benavente 474): lun a vie toma de muestras 07:30-16:00, atención hasta 16:30; sáb toma de muestras hasta 12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
"Hola, ¿cuál es el horario completo de la Sucursal Centro Puerto Montt?","Sucursal Centro (Benavente 474): Lun a vie: toma de muestras 07:30-16:00, atención hasta 16:30. Sáb: toma de muestras hasta 12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊","¡Hola! El horario de la Sucursal Centro Puerto Montt (Benavente 474) es:

- Lunes a Viernes:
  - Toma de muestras: 07:30 a 16:00
  - Atención al cliente: 07:30 a 16:30

- Sábado:
  - Toma de muestras: 08:00 a 12:30
  - Atención al cliente: 08:00 a 13:00

¿Puedo ayudarte en algo más? 😊",4,"Sucursal Centro (Benavente 474): lun a vie toma de muestras 07:30-16:00, atención hasta 16:30; sáb toma de muestras hasta 12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
"Hola, ¿cuál es el horario completo de la Sucursal Centro Puerto Montt?","Sucursal Centro (Benavente 474): Lun a vie: toma de muestras 07:30-16:00, atención hasta 16:30. Sáb: toma de muestras hasta 12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊","Sucursal Centro (Benavente 474, Puerto Montt):  
Lunes a viernes: toma de muestras 07:30-16:00, atención hasta 16:30.  
Sábado: toma de muestras hasta 12:30, atención hasta 13:00. 😊",5,"Sucursal Centro (Benavente 474): lun a vie toma de muestras 07:30-16:00, atención hasta 16:30; sáb toma de muestras hasta 12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
"Hola, ¿cuál es el horario completo de la Sucursal Centro Puerto Montt?","Sucursal Centro (Benavente 474): Lun a vie: toma de muestras 07:30-16:00, atención hasta 16:30. Sáb: toma de muestras hasta 12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊","Sucursal Centro (Benavente 474, Puerto Montt):  
Lunes a viernes: toma de muestras 07:30-16:00, atención hasta 16:30.  
Sábado: toma de muestras hasta 12:30, atención hasta 13:00. 😊",5,"Sucursal Centro (Benavente 474): lun a vie toma de muestras 07:30-16:00, atención hasta 16:30; sáb toma de muestras hasta 12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
"Hola, ¿puedo saber el horario completo de TME USS Puerto Montt?","TME USS (Lago Panguipulli 1390): Lun a vie: toma de muestras 08:00-12:30, atención 08:30-13:00. ¿Algo más? 😊","TME USS (Lago Panguipulli 1390):  
Lunes a viernes:  
- Toma de muestras: 08:00-12:30  
- Atención al cliente: 08:30-13:00  

¿Puedo ayudarte con algo más? 😊",5,"TME USS (Lago Panguipulli 1390): lun a vie toma de muestras 08:00-12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",4
"Hola, ¿puedo saber el horario completo de TME USS Puerto Montt?","TME USS (Lago Panguipulli 1390): Lun a vie: toma de muestras 08:00-12:30, atención 08:30-13:00. ¿Algo más? 😊","¡Hola! En TME USS (Lago Panguipulli 1390), el horario es de lunes a viernes: toma de muestras de 08:00 a 12:30 y atención al cliente de 08:30 a 13:00. ¿Puedo ayudarte en algo más? 😊",5,"En TME USS (Lago Panguipulli 1390): lun a vie toma de muestras 08:00-12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
"Hola, ¿puedo saber el horario completo de TME USS Puerto Montt?","TME USS (Lago Panguipulli 1390): Lun a vie: toma de muestras 08:00-12:30, atención 08:30-13:00. ¿Algo más? 😊","TME USS (Lago Panguipulli 1390):  
Lunes a viernes:  
- Toma de muestras: 08:00-12:30  
- Atención al cliente: 08:30-13:00  

¿Puedo ayudarte en algo más? 😊",5,"TME USS (Lago Panguipulli 1390): lun a vie toma de muestras 08:00-12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",4
"Hola, ¿puedo saber el horario completo de TME USS Puerto Montt?","TME USS (Lago Panguipulli 1390): Lun a vie: toma de muestras 08:00-12:30, atención 08:30-13:00. ¿Algo más? 😊","¡Hola! En TME USS (Lago Panguipulli 1390), el horario es:

- Lunes a Viernes:
  - Toma de muestras: 08:00 a 12:30
  - Atención al cliente: 08:30 a 13:00

¿Puedo ayudarte con algo más? 😊",5,"TME USS (Lago Panguipulli 1390): lun a vie toma de muestras 08:00-12:30, atención hasta 13:00. ¿En qué puedo ayudarte? 😊",5
¿Puedo tomarme los exámenes en mi casa?,"¡Claro! Para coordinar la toma de tus exámenes médicos a domicilio, por favor completa este formulario: https://forms.gle/4tY2SBGCFVtTVGh3A Nuestro equipo se pondrá en contacto para brindarte toda la asistencia que necesites. 🏠","¡Claro! Para coordinar la toma de tus exámenes médicos a domicilio, por favor completa este formulario: [Exámenes a Domicilio](https://forms.gle/4tY2SBGCFVtTVGh3A). Nuestro equipo se pondrá en contacto para brindarte toda la asistencia que necesites. 🏠",5,"¡Claro! Para coordinar la toma de tus exámenes médicos a domicilio, por favor completa este formulario: https://forms.gle/4tY2SBGCFVtTVGh3A. Nuestro equipo se pondrá en contacto contigo. 🏠",5
¿Puedo tomarme los exámenes en mi casa?,"¡Claro! Para coordinar la toma de tus exámenes médicos a domicilio, por favor completa este formulario: https://forms.gle/4tY2SBGCFVtTVGh3A Nuestro equipo se pondrá en contacto para brindarte toda la asistencia que necesites. 🏠","¡Claro! Para coordinar la toma de tus exámenes médicos a domicilio, por favor completa este formulario: [Formulario a Domicilio](https://forms.gle/4tY2SBGCFVtTVGh3A). Nuestro equipo se pondrá en contacto para brindarte toda la asistencia que necesites. 🏠",5,"¡Claro! Para coordinar la toma de tus exámenes médicos a domicilio, por favor completa este formulario: https://forms.gle/4tY2SBGCFVtTVGh3A. Nuestro equipo se pondrá en contacto contigo. 🏠",5
¿Puedo tomarme los exámenes en mi casa?,"¡Claro! Para coordinar la toma de tus exámenes médicos a domicilio, por favor completa este formulario: https://forms.gle/4tY2SBGCFVtTVGh3A Nuestro equipo se pondrá en contacto para brindarte toda la asistencia que necesites. 🏠","¡Claro! Para coordinar la toma de tus exámenes médicos a domicilio, por favor completa este formulario: [Toma de Exámenes a Domicilio](https://forms.gle/4tY2SBGCFVtTVGh3A). Nuestro equipo se pondrá en contacto para brindarte toda la asistencia que necesites. 🏠",5,"¡Claro! Para coordinar la toma de tus exámenes médicos a domicilio, por favor completa este formulario: https://forms.gle/4tY2SBGCFVtTVGh3A. Nuestro equipo se pondrá en contacto contigo. 🏠",5
¿Puedo tomarme los exámenes en mi casa?,"¡Claro! Para coordinar la toma de tus exámenes médicos a domicilio, por favor completa este formulario: https://forms.gle/4tY2SBGCFVtTVGh3A Nuestro equipo se pondrá en contacto para brindarte toda la asistencia que necesites. 🏠","¡Claro! Para coordinar la toma de tus exámenes médicos a domicilio, por favor completa este formulario: [Exámenes a Domicilio](https://forms.gle/4tY2SBGCFVtTVGh3A). Nuestro equipo se pondrá en contacto para brindarte toda la asistencia que necesites. 🏠",5,"¡Claro! Para coordinar la toma de tus exámenes médicos a domicilio, por favor completa este formulario: https://forms.gle/4tY2SBGCFVtTVGh3A. Nuestro equipo se pondrá en contacto contigo. 🏠",5
"Hola, quiero agendar un espermiograma.","El espermiograma (EX-216) se realiza solo en nuestra Casa Matriz (Benavente 761, Puerto Montt) de lunes a viernes, entre 07:30 y 10:30 horas. No requiere agendamiento; puedes acudir directamente en ese horario. 😊","El espermiograma (EX-216) se realiza solo en nuestra Casa Matriz (Benavente 761, Puerto Montt) de lunes a viernes, entre 07:30 y 10:30 horas. No requiere agendamiento; puedes acudir directamente en ese horario. 😊",5,"El espermiograma (EX-216) se realiza solo en Casa Matriz (Benavente 761, Puerto Montt) lun a vie 07:30-10:30. No requiere agendamiento; puedes acudir directamente en ese horario. 😊",5
"Hola, quiero agendar un espermiograma.","El espermiograma (EX-216) se realiza solo en nuestra Casa Matriz (Benavente 761, Puerto Montt) de lunes a viernes, entre 07:30 y 10:30 horas. No requiere agendamiento; puedes acudir directamente en ese horario. 😊","El espermiograma (EX-216) se realiza solo en nuestra Casa Matriz (Benavente 761, Puerto Montt) de lunes a viernes, entre 07:30 y 10:30 horas. No requiere agendamiento; puedes acudir directamente en ese horario. 😊",5,"El espermiograma (EX-216) se realiza solo en Casa Matriz (Benavente 761, Puerto Montt) lun a vie 07:30-10:30. No requiere agendamiento; puedes acudir directamente en ese horario. 😊",5
"Hola, quiero agendar un espermiograma.","El espermiograma (EX-216) se realiza solo en nuestra Casa Matriz (Benavente 761, Puerto Montt) de lunes a viernes, entre 07:30 y 10:30 horas. No requiere agendamiento; puedes acudir directamente en ese horario. 😊","El espermiograma (EX-216) se realiza solo en nuestra Casa Matriz (Benavente 761, Puerto Montt) de lunes a viernes, entre 07:30 y 10:30 horas. No requiere agendamiento; puedes acudir directamente en ese horario. 😊",5,"El espermiograma (EX-216) se realiza solo en Casa Matriz (Benavente 761, Puerto Montt) de lun a vie, 07:30-10:30. No requiere agendamiento, puedes acudir directamente. 😊",5
"Hola, quiero agendar un espermiograma.","El espermiograma (EX-216) se realiza solo en nuestra Casa Matriz (Benavente 761, Puerto Montt) de lunes a viernes, entre 07:30 y 10:30 horas. No requiere agendamiento; puedes acudir directamente en ese horario. 😊","El espermiograma (EX-216) se realiza solo en nuestra Casa Matriz (Benavente 761, Puerto Montt) de lunes a viernes, entre 07:30 y 10:30 horas. No requiere agendamiento; puedes acudir directamente en ese horario. 😊",5,"El espermiograma (EX-216) se realiza solo en Casa Matriz (Benavente 761, Puerto Montt) lun a vie 07:30-10:30. No requiere agendamiento; puedes acudir directamente en ese horario. 😊",5
"Hola, quiero agendar una hora ginecológica.","Para agendar una consulta ginecológica con el Dr. Julio Rojas, utiliza este enlace: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info. En el mismo link puedes ver información de los servicios y precios! 🩺","Para agendar una consulta ginecológica con el Dr. Julio Rojas, utiliza este enlace: [Agendar Consulta Ginecológica](https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info). En el mismo link podrás ver información de los servicios y precios. 🩺",5,"Para agendar una consulta ginecológica con el Dr. Julio Rojas, por favor usa este enlace: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info. 😊",5
"Hola, quiero agendar una hora ginecológica.","Para agendar una consulta ginecológica con el Dr. Julio Rojas, utiliza este enlace: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info. En el mismo link puedes ver información de los servicios y precios! 🩺","Para agendar una consulta ginecológica con el Dr. Julio Rojas, utiliza este enlace: [Agendar aquí](https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info). En el mismo link puedes ver información de los servicios y precios. 🩺",5,"Para agendar una consulta ginecológica con el Dr. Julio Rojas, por favor utiliza este enlace: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info. 😊",5
"Hola, quiero agendar una hora ginecológica.","Para agendar una consulta ginecológica con el Dr. Julio Rojas, utiliza este enlace: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info. En el mismo link puedes ver información de los servicios y precios! 🩺","Para agendar una consulta ginecológica con el Dr. Julio Rojas, utiliza este enlace: [Agendar cita](https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info). En el mismo link puedes ver información de los servicios y precios. 🩺",5,"Para agendar una consulta ginecológica con el Dr. Julio Rojas, por favor utiliza este enlace: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info. 😊",5
"Hola, quiero agendar una hora ginecológica.","Para agendar una consulta ginecológica con el Dr. Julio Rojas, utiliza este enlace: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info. En el mismo link puedes ver información de los servicios y precios! 🩺","Para agendar una consulta ginecológica con el Dr. Julio Rojas, utiliza este enlace: [Agendar cita](https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info). En el mismo link puedes ver información de los servicios y precios. 🩺",5,"Para agendar una consulta ginecológica con el Dr. Julio Rojas, por favor utiliza este enlace: https://www.doctoralia.cl/julio-antonio-rojas-ortega/ginecologo/puerto-montt#profile-info. 😊",5
